id;category;node_date;label_text
No, the court's review is limited to the evidence that was before the jury at trial.;Holding;;No, the court's review is limited to the evidence that was before the jury at trial.
No, the court is unpersuaded by the defendant's claim and declines to modify the sentence.;Holding;;No, the court is unpersuaded by the defendant's claim and declines to modify the sentence.
2023.00005;Case;January 5, 2023;2023.00005
205 AD3d 1070;ReporterCitation;;205 AD3d 1070
38 NY3d 1071;ReporterCitation;;38 NY3d 1071
206 AD3d 1383;ReporterCitation;;206 AD3d 1383
14 NY3d 113;ReporterCitation;;14 NY3d 113
191 AD3d 120;ReporterCitation;;191 AD3d 120
32 NY2d 393;ReporterCitation;;32 NY2d 393
30 NY2d 315;ReporterCitation;;30 NY2d 315
191 AD3d 704;ReporterCitation;;191 AD3d 704
36 NY3d 1124;ReporterCitation;;36 NY3d 1124
61 AD3d 177;ReporterCitation;;61 AD3d 177
82 NY2d 536;ReporterCitation;;82 NY2d 536
187 AD3d 1291;ReporterCitation;;187 AD3d 1291
195 AD3d 1039;ReporterCitation;;195 AD3d 1039
37 NY3d 1027;ReporterCitation;;37 NY3d 1027
183 AD3d 765;ReporterCitation;;183 AD3d 765
Whether the defendant's waiver of the right to appeal is valid.;Issue;;Whether the defendant's waiver of the right to appeal is valid.
Whether the defendant's guilty plea was knowingly, voluntarily, and intelligently entered.;Issue;;Whether the defendant's guilty plea was knowingly, voluntarily, and intelligently entered.
Whether the defendant's challenge to his guilty plea is precluded by an appeal waiver;Issue;;Whether the defendant's challenge to his guilty plea is precluded by an appeal waiver
Whether the defendant's guilty plea was entered voluntarily, knowingly, and intelligently;Issue;;Whether the defendant's guilty plea was entered voluntarily, knowingly, and intelligently
Whether a defendant's decision to plead guilty was motivated by undue coercion due to the condition of being remanded back to DOCCS to complete a drug treatment program if he pleaded guilty.;Issue;;Whether a defendant's decision to plead guilty was motivated by undue coercion due to the condition of being remanded back to DOCCS to complete a drug treatment program if he pleaded guilty.
Whether the defendant's guilty plea was knowingly, intelligently, and voluntarily entered despite his desire to complete a drug treatment program in DOCCS custody.;Issue;;Whether the defendant's guilty plea was knowingly, intelligently, and voluntarily entered despite his desire to complete a drug treatment program in DOCCS custody.
Whether the defendant's lack of awareness about a potential issue with the grand jury proceeding affects the validity of his guilty plea.;Issue;;Whether the defendant's lack of awareness about a potential issue with the grand jury proceeding affects the validity of his guilty plea.
Whether the defendant's plea was knowingly, intelligently, and voluntarily entered;Issue;;Whether the defendant's plea was knowingly, intelligently, and voluntarily entered
Whether there is merit to the defendant's allegation of a potential issue with the grand jury proceeding affecting the voluntariness of his plea;Issue;;Whether there is merit to the defendant's allegation of a potential issue with the grand jury proceeding affecting the voluntariness of his plea
Whether a guilty plea is valid where a defendant claims it was motivated by unduly coercive circumstances.;Issue;;Whether a guilty plea is valid where a defendant claims it was motivated by unduly coercive circumstances.
Whether defendant's guilty plea was motivated by an unduly coercive condition (remand to DOCCS for drug treatment program).;Issue;;Whether defendant's guilty plea was motivated by an unduly coercive condition (remand to DOCCS for drug treatment program).
Whether a guilty plea is valid where a defendant claims it was not knowing, voluntary and intelligent due to an issue with the grand jury proceeding.;Issue;;Whether a guilty plea is valid where a defendant claims it was not knowing, voluntary and intelligent due to an issue with the grand jury proceeding.
The court does not definitively rule on this issue but acknowledges that regardless of its validity, the challenge to the guilty plea is preserved.;Holding;;The court does not definitively rule on this issue but acknowledges that regardless of its validity, the challenge to the guilty plea is preserved.
Yes, the court finds that the defendant's guilty plea was made freely without coercion or undue influence.;Holding;;Yes, the court finds that the defendant's guilty plea was made freely without coercion or undue influence.
The defendant's challenge to his guilty plea is not precluded regardless of the validity of his appeal waiver.;Holding;;The defendant's challenge to his guilty plea is not precluded regardless of the validity of his appeal waiver.
The defendant's guilty plea was entered voluntarily, as there is no substantiation that it was motivated by an unduly coercive condition.;Holding;;The defendant's guilty plea was entered voluntarily, as there is no substantiation that it was motivated by an unduly coercive condition.
The court held that there was no evidence of undue coercion, as the defendant accepted the plea offer before any mention of completing the drug treatment program and indicated during the plea colloquy that his decision was freely and voluntarily made without pressure.;Holding;;The court held that there was no evidence of undue coercion, as the defendant accepted the plea offer before any mention of completing the drug treatment program and indicated during the plea colloquy that his decision was freely and voluntarily made without pressure.
The court finds that the defendant's plea was knowingly, intelligently, and voluntarily entered as there is no evidence of coercion or hesitation during the plea colloquy.;Holding;;The court finds that the defendant's plea was knowingly, intelligently, and voluntarily entered as there is no evidence of coercion or hesitation during the plea colloquy.
The court finds that the defendant's allegation lacks merit because County Court informed him of an ongoing legal issue regarding a confidential informant, and he proceeded to enter the plea knowingly.;Holding;;The court finds that the defendant's allegation lacks merit because County Court informed him of an ongoing legal issue regarding a confidential informant, and he proceeded to enter the plea knowingly.
The court finds that the defendant's plea was knowingly, intelligently, and voluntarily entered.;Holding;;The court finds that the defendant's plea was knowingly, intelligently, and voluntarily entered.
The court finds no merit in the defendant's allegation regarding an issue with the grand jury proceeding as County Court had referenced and addressed this issue before accepting the plea.;Holding;;The court finds no merit in the defendant's allegation regarding an issue with the grand jury proceeding as County Court had referenced and addressed this issue before accepting the plea.
A guilty plea may be vacated if the record substantiates a defendant's claim that it was motivated, at least in part, by unduly coercive circumstances, but bare and unsubstantiated claims are insufficient.;Holding;;A guilty plea may be vacated if the record substantiates a defendant's claim that it was motivated, at least in part, by unduly coercive circumstances, but bare and unsubstantiated claims are insufficient.
Defendant's suggestion that his desire to be remanded to DOCCS custody for completion of the drug treatment program strongly influenced him to accept the guilty plea is unpersuasive, as there is evidence he wished to accept a plea prior to being informed of the remand.;Holding;;Defendant's suggestion that his desire to be remanded to DOCCS custody for completion of the drug treatment program strongly influenced him to accept the guilty plea is unpersuasive, as there is evidence he wished to accept a plea prior to being informed of the remand.
This allegation lacks merit, as the defendant was informed of the grand jury issue prior to entering the plea.;Holding;;This allegation lacks merit, as the defendant was informed of the grand jury issue prior to entering the plea.
2023.00006;Case;January 5, 2023;2023.00006
203 AD3d 1398;ReporterCitation;;203 AD3d 1398
38 NY3d 1036;ReporterCitation;;38 NY3d 1036
196 AD3d 969;ReporterCitation;;196 AD3d 969
196 AD3d 847;ReporterCitation;;196 AD3d 847
192 AD3d 1382;ReporterCitation;;192 AD3d 1382
37 NY3d 953;ReporterCitation;;37 NY3d 953
27 NY3d 212;ReporterCitation;;27 NY3d 212
169 AD3d 1112;ReporterCitation;;169 AD3d 1112
33 NY3d 979;ReporterCitation;;33 NY3d 979
159 AD3d 1276;ReporterCitation;;159 AD3d 1276
31 NY3d 1149;ReporterCitation;;31 NY3d 1149
200 AD3d 1197;ReporterCitation;;200 AD3d 1197
38 NY3d 1009;ReporterCitation;;38 NY3d 1009
194 AD3d 1267;ReporterCitation;;194 AD3d 1267
37 NY3d 1162;ReporterCitation;;37 NY3d 1162
197 AD3d 1357;ReporterCitation;;197 AD3d 1357
37 NY3d 1059;ReporterCitation;;37 NY3d 1059
172 AD3d 1822;ReporterCitation;;172 AD3d 1822
33 NY3d 1110;ReporterCitation;;33 NY3d 1110
83 AD3d 1293;ReporterCitation;;83 AD3d 1293
194 AD3d 1253;ReporterCitation;;194 AD3d 1253
189 AD3d 1964;ReporterCitation;;189 AD3d 1964
Validity of appeal waiver;Issue;;Validity of appeal waiver
Whether guilty plea was knowing, voluntary, and intelligent;Issue;;Whether guilty plea was knowing, voluntary, and intelligent
Whether defendant's guilty plea was knowing, voluntary, and intelligent;Issue;;Whether defendant's guilty plea was knowing, voluntary, and intelligent
Whether defendant received ineffective assistance of counsel impacting the voluntariness of his plea;Issue;;Whether defendant received ineffective assistance of counsel impacting the voluntariness of his plea
Whether matters outside the record regarding ineffective assistance of counsel should be addressed in a CPL article 440 motion;Issue;;Whether matters outside the record regarding ineffective assistance of counsel should be addressed in a CPL article 440 motion
Whether defendant's sentence is unduly harsh or severe;Issue;;Whether defendant's sentence is unduly harsh or severe
Whether County Court correctly designated defendant as a second felony drug offender rather than a second felony offender;Issue;;Whether County Court correctly designated defendant as a second felony drug offender rather than a second felony offender
Whether defendant's challenge to his sentence as unduly harsh or severe should be accepted.;Issue;;Whether defendant's challenge to his sentence as unduly harsh or severe should be accepted.
Was defendant properly designated as a second felony drug offender rather than a second felony offender?;Issue;;Was defendant properly designated as a second felony drug offender rather than a second felony offender?
Is the sentence within statutory parameters for a second felony drug offender?;Issue;;Is the sentence within statutory parameters for a second felony drug offender?
The written appeal waiver is overbroad and inaccurate, and County Court did not ensure defendant understood that some appellate and collateral review survives an appeal waiver.;Holding;;The written appeal waiver is overbroad and inaccurate, and County Court did not ensure defendant understood that some appellate and collateral review survives an appeal waiver.
Claim unpreserved for review as the record does not reveal that defendant made an appropriate postallocution motion to withdraw his guilty plea despite having an opportunity to do so prior to sentencing.;Holding;;Claim unpreserved for review as the record does not reveal that defendant made an appropriate postallocution motion to withdraw his guilty plea despite having an opportunity to do so prior to sentencing.
The claim is unpreserved for review as the record does not reveal that defendant made an appropriate postallocution motion to withdraw his guilty plea.;Holding;;The claim is unpreserved for review as the record does not reveal that defendant made an appropriate postallocution motion to withdraw his guilty plea.
This contention is similarly unpreserved and cannot be reviewed on appeal.;Holding;;This contention is similarly unpreserved and cannot be reviewed on appeal.
Matters involving claims of ineffective assistance of counsel that are not preserved for direct review must be raised through a CPL article 440 motion.;Holding;;Matters involving claims of ineffective assistance of counsel that are not preserved for direct review must be raised through a CPL article 440 motion.
The court rejects the challenge to the sentence as unduly harsh or severe after reviewing the record, including the presentence investigation report.;Holding;;The court rejects the challenge to the sentence as unduly harsh or severe after reviewing the record, including the presentence investigation report.
County Court was required to designate defendant as a second felony drug offender given his admission of a predicate felony and conviction under Penal Law article 220.;Holding;;County Court was required to designate defendant as a second felony drug offender given his admission of a predicate felony and conviction under Penal Law article 220.
The court rejects defendant's challenge, finding that the sentence is not unduly harsh or severe.;Holding;;The court rejects defendant's challenge, finding that the sentence is not unduly harsh or severe.
Yes, given that defendant admitted to a predicate felony and was convicted of a drug-related felony under Penal Law article 220, he should be designated as a second felony drug offender.;Holding;;Yes, given that defendant admitted to a predicate felony and was convicted of a drug-related felony under Penal Law article 220, he should be designated as a second felony drug offender.
Yes, the five-year determinate prison term followed by three years of postrelease supervision falls within the statutory parameters for a second felony drug offender convicted of a class B felony offense.;Holding;;Yes, the five-year determinate prison term followed by three years of postrelease supervision falls within the statutory parameters for a second felony drug offender convicted of a class B felony offense.
